Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3176,Socks,Clothing,42,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26,Debit Card,Every 3 Months
3177,Sandals,Footwear,37,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly
3178,Belt,Accessories,52,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly
3179,Sandals,Footwear,34,L,Beige,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,Annually
3180,Shorts,Clothing,88,M,Olive,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly
3181,Handbag,Accessories,88,L,Turquoise,Fall,3.8,No,Standard,No,No,46,PayPal,Weekly
3182,Jacket,Outerwear,51,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27,PayPal,Every 3 Months
3183,Sunglasses,Accessories,97,L,Green,Fall,3.6,No,Free Shipping,No,No,4,Credit Card,Annually
3184,Sneakers,Footwear,56,M,Green,Winter,3.5,No,Standard,No,No,14,Cash,Every 3 Months
3185,Sweater,Clothing,53,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly
3186,Skirt,Clothing,71,L,Gold,Fall,4.7,No,Express,No,No,6,PayPal,Annually
3187,Jewelry,Accessories,93,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43,Venmo,Annually
3188,Blouse,Clothing,72,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly
3189,Blouse,Clothing,59,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly
3190,Boots,Footwear,87,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly
3191,Jeans,Clothing,78,S,Purple,Fall,3.4,No,Free Shipping,No,No,5,Credit Card,Fortnightly
3192,Hoodie,Clothing,68,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Every 3 Months
3193,Sweater,Clothing,76,S,Maroon,Fall,3,No,Free Shipping,No,No,20,Cash,Fortnightly
3194,Gloves,Accessories,99,L,Teal,Winter,4,No,Express,No,No,35,Credit Card,Fortnightly
3195,Sneakers,Footwear,52,L,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly
3196,Sunglasses,Accessories,58,S,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly
3197,Belt,Accessories,59,L,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly
3198,Sweater,Clothing,71,M,Teal,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,Every 3 Months
3199,Gloves,Accessories,94,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
3200,Handbag,Accessories,40,XL,Pink,Winter,4.2,No,Express,No,No,16,PayPal,Monthly
3201,Socks,Clothing,24,L,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly
3202,Pants,Clothing,38,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly
3203,Scarf,Accessories,37,L,Green,Fall,4.5,No,Standard,No,No,38,Venmo,Annually
3204,Coat,Outerwear,29,L,Teal,Spring,4.1,No,Express,No,No,14,Venmo,Annually
3205,Jacket,Outerwear,92,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3206,Hoodie,Clothing,24,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
3207,Boots,Footwear,52,M,Brown,Winter,3,No,Free Shipping,No,No,49,PayPal,Monthly
3208,Socks,Clothing,29,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually
3209,Jewelry,Accessories,30,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly
3210,Shoes,Footwear,31,L,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually
3211,Socks,Clothing,67,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly
3212,Pants,Clothing,65,L,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,Monthly
3213,Sneakers,Footwear,22,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly
3214,Sunglasses,Accessories,56,M,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly
3215,Skirt,Clothing,78,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually
3216,Coat,Outerwear,90,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
3217,Hoodie,Clothing,85,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
3218,Sunglasses,Accessories,58,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly
3219,Skirt,Clothing,34,M,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly
3220,Coat,Outerwear,40,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly
3221,Handbag,Accessories,29,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly
3222,T-shirt,Clothing,76,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually
3223,Sunglasses,Accessories,84,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
3224,Shirt,Clothing,65,S,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly
3225,Hoodie,Clothing,80,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
3226,Blouse,Clothing,98,M,Pink,Fall,3,No,Store Pickup,No,No,31,Credit Card,Weekly
3227,Sneakers,Footwear,71,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly
3228,Scarf,Accessories,69,XL,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly
3229,Jewelry,Accessories,95,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually
3230,Pants,Clothing,67,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly
3231,Sneakers,Footwear,49,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually
3232,Shoes,Footwear,97,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually
3233,T-shirt,Clothing,34,M,White,Spring,4,No,Next Day Air,No,No,19,Bank Transfer,Monthly
3234,Belt,Accessories,74,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
3235,Jewelry,Accessories,96,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly
3236,Belt,Accessories,68,M,Green,Summer,4,No,Free Shipping,No,No,18,Venmo,Monthly
3237,Belt,Accessories,84,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly
3238,T-shirt,Clothing,57,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly
3239,Sneakers,Footwear,84,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
3240,Sunglasses,Accessories,32,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
3241,Sandals,Footwear,37,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
3242,Handbag,Accessories,58,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
3243,Socks,Clothing,74,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly
3244,Hoodie,Clothing,99,L,Black,Summer,5,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,Sweater,Clothing,81,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually
3246,Pants,Clothing,76,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly
3247,Sneakers,Footwear,98,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
3248,Gloves,Accessories,91,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly
3249,T-shirt,Clothing,79,S,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
3250,Backpack,Accessories,83,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
3251,Coat,Outerwear,90,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
3252,Coat,Outerwear,20,M,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
3253,Sandals,Footwear,21,L,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly
3254,Backpack,Accessories,60,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly
3255,Sweater,Clothing,31,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,Shorts,Clothing,40,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
3257,Sunglasses,Accessories,26,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
3258,Shirt,Clothing,98,M,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months
3259,Shoes,Footwear,51,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
3260,Hat,Accessories,95,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
3261,Scarf,Accessories,36,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
3262,Belt,Accessories,52,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
3263,T-shirt,Clothing,35,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
3264,Shorts,Clothing,68,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly
3265,Pants,Clothing,50,S,Charcoal,Winter,4,No,Express,No,No,39,Cash,Bi-Weekly
3266,Sunglasses,Accessories,100,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly
3267,Coat,Outerwear,74,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
3268,Hoodie,Clothing,45,L,Pink,Winter,3,No,Store Pickup,No,No,42,Credit Card,Quarterly
3269,Dress,Clothing,97,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3270,Blouse,Clothing,60,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly
3271,Socks,Clothing,25,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually
3272,Socks,Clothing,55,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
3273,Shoes,Footwear,99,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
3274,Belt,Accessories,45,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
3275,Sweater,Clothing,20,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly
3276,Pants,Clothing,88,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
3277,Scarf,Accessories,99,M,White,Summer,4,No,Store Pickup,No,No,41,PayPal,Every 3 Months
3278,Skirt,Clothing,86,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
3279,Dress,Clothing,70,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
3280,Hat,Accessories,50,S,Red,Fall,3,No,Express,No,No,1,Debit Card,Fortnightly
3281,Handbag,Accessories,57,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
3282,Pants,Clothing,69,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
3283,T-shirt,Clothing,94,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
3284,Jacket,Outerwear,24,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
3285,Scarf,Accessories,79,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
3286,Hat,Accessories,31,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly
3287,Jacket,Outerwear,67,L,Pink,Winter,5,No,Express,No,No,4,Venmo,Fortnightly
3288,Skirt,Clothing,63,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
3289,Handbag,Accessories,61,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3290,Backpack,Accessories,50,M,Maroon,Summer,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
3291,Coat,Outerwear,82,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
3292,Belt,Accessories,51,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
3293,Handbag,Accessories,23,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
3294,Coat,Outerwear,91,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
3295,Sweater,Clothing,60,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,Blouse,Clothing,34,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
3297,Blouse,Clothing,23,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
3298,Belt,Accessories,82,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
3299,Jacket,Outerwear,73,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
3300,Shorts,Clothing,32,L,Teal,Spring,4,No,2-Day Shipping,No,No,18,Venmo,Monthly
3301,Hat,Accessories,80,M,Charcoal,Spring,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly
3302,Pants,Clothing,58,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,Blouse,Clothing,82,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
3304,Belt,Accessories,60,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
3305,Handbag,Accessories,79,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,Hoodie,Clothing,41,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
3307,Jacket,Outerwear,39,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
3308,Scarf,Accessories,36,S,Green,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly
3309,Jeans,Clothing,70,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
3310,Handbag,Accessories,47,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
3311,Jacket,Outerwear,27,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
3312,Hat,Accessories,52,L,Blue,Summer,4,No,Express,No,No,18,Bank Transfer,Annually
3313,Sneakers,Footwear,75,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
3314,Hat,Accessories,30,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
3315,Socks,Clothing,94,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
3316,Scarf,Accessories,68,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
3317,Socks,Clothing,45,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
3318,Hat,Accessories,67,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
3319,Jacket,Outerwear,46,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
3320,Shorts,Clothing,31,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,Blouse,Clothing,44,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
3322,Coat,Outerwear,100,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
3323,Sweater,Clothing,92,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
3324,Handbag,Accessories,78,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
3325,T-shirt,Clothing,32,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly
3326,Sandals,Footwear,97,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
3327,Gloves,Accessories,95,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
3328,Shorts,Clothing,64,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
3329,Sandals,Footwear,35,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
3330,Backpack,Accessories,54,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
3331,Sneakers,Footwear,96,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
3332,Sunglasses,Accessories,58,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
3333,T-shirt,Clothing,23,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3334,Jeans,Clothing,35,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
3335,Shirt,Clothing,23,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
3336,Hat,Accessories,94,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
3337,Blouse,Clothing,45,M,Brown,Fall,4,No,Free Shipping,No,No,24,Debit Card,Annually
3338,Jacket,Outerwear,23,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3339,Skirt,Clothing,94,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
3340,Gloves,Accessories,99,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
3341,T-shirt,Clothing,36,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
3342,Jacket,Outerwear,50,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
3343,Jacket,Outerwear,81,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
3344,Shorts,Clothing,31,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3345,Hat,Accessories,48,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
3346,Handbag,Accessories,91,M,Turquoise,Summer,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
3347,Jeans,Clothing,99,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
3348,Shoes,Footwear,70,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
3349,T-shirt,Clothing,74,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
3350,Jewelry,Accessories,79,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
3351,Handbag,Accessories,33,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
3352,Shirt,Clothing,49,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3353,Belt,Accessories,96,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3354,Dress,Clothing,66,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
3355,Skirt,Clothing,45,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
3356,Blouse,Clothing,28,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3357,Jeans,Clothing,48,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
3358,Hoodie,Clothing,67,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
3359,T-shirt,Clothing,59,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
3360,Sunglasses,Accessories,74,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
3361,Jacket,Outerwear,81,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3362,Shoes,Footwear,26,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3363,Handbag,Accessories,61,M,Gray,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly
3364,Sweater,Clothing,23,M,Turquoise,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3365,Scarf,Accessories,33,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
3366,Skirt,Clothing,58,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
3367,Gloves,Accessories,65,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
3368,T-shirt,Clothing,48,M,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
3369,Sandals,Footwear,25,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
3370,Sweater,Clothing,51,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
3371,Belt,Accessories,31,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
3372,Hoodie,Clothing,99,S,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually
3373,Socks,Clothing,25,M,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
3374,Sandals,Footwear,52,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3375,Blouse,Clothing,47,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
3376,Boots,Footwear,98,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
3377,Hat,Accessories,46,M,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
3378,Shirt,Clothing,32,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
3379,Shorts,Clothing,75,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
3380,Handbag,Accessories,51,L,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly
3381,Dress,Clothing,52,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
3382,Hat,Accessories,66,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
3383,Sweater,Clothing,35,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
3384,Coat,Outerwear,43,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
3385,Hoodie,Clothing,24,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
3386,Jewelry,Accessories,83,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
3387,T-shirt,Clothing,62,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
3388,Pants,Clothing,78,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3389,Sweater,Clothing,61,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
3390,Pants,Clothing,57,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
3391,Socks,Clothing,70,S,Red,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually
3392,Hoodie,Clothing,57,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
3393,Scarf,Accessories,74,XL,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
3394,Dress,Clothing,90,M,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
3395,Sandals,Footwear,98,S,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
3396,Dress,Clothing,43,M,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3397,Pants,Clothing,37,XL,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly
3398,Blouse,Clothing,38,L,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
3399,Jeans,Clothing,60,L,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
3400,Pants,Clothing,55,XL,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
3401,Sunglasses,Accessories,51,M,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
3402,Backpack,Accessories,71,L,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
3403,Hoodie,Clothing,61,M,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
3404,Boots,Footwear,65,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
3405,Gloves,Accessories,34,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
3406,Blouse,Clothing,87,M,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
3407,Sweater,Clothing,79,M,Red,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly
3408,Dress,Clothing,46,S,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
3409,Socks,Clothing,72,L,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
3410,Shirt,Clothing,93,M,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
3411,Sandals,Footwear,76,L,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
3412,Shoes,Footwear,56,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
3413,Sandals,Footwear,83,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
3414,Gloves,Accessories,90,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
3415,Boots,Footwear,94,M,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
3416,Blouse,Clothing,68,M,Gold,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
3417,Sandals,Footwear,53,M,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3418,Coat,Outerwear,35,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
3419,Jacket,Outerwear,30,M,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
3420,Jewelry,Accessories,26,L,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
3421,Hat,Accessories,60,M,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
3422,Shoes,Footwear,30,M,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
3423,Coat,Outerwear,91,L,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
3424,Boots,Footwear,71,M,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
3425,Scarf,Accessories,64,L,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
3426,Hat,Accessories,54,M,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
